ID,URL,店舗名,カテゴリ,地域,お一人様予算,住所,電話番号,営業時間,クレジットカード,定休日,URL (Google map),lat,lng,Blog 1 (title),Blog 1 (URL),Blog 2 (title),Blog 2 (URL),Blog 3 (title),Blog 3 (URL),Blog 4 (title),Blog 4 (URL),ウェブサイト,,
51,http://www.bangmeshi.com/shop/da-vinci/,da Vinci Ristaurante Italiano,イタリアン,Asok,普通,"19 Soi 18, Sukhumvit Rd.",02-261-7100,12:00-23:00,VISA/MASTER/JCB,なし,https://goo.gl/maps/RLcXPSHriET2,13.732411,100.5586746,【催】　イタリアワインを楽しむ夕食会＠Da Vinci　by　BKK wine CLUB | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/51805992.html,,,,,,,"<a href=""""www.rembrandtbkk. com"""" target=""""_blank"""" rel=""""nofollow"""">www.rembrandtbkk. com</a>",,
52,http://www.bangmeshi.com/shop/la-casa-nostra/,La Casa Nostra,イタリアン,Silom,普通,"22 Soi1 (Soi Goethe), Sathorn Rd.",02-287-2402,11:30-24:00,VISA/MASTER/AMEX/JCB,なし,https://goo.gl/maps/wSavkqZZJYS2,13.723427,100.5431473,【美術館近くの雰囲気がいいレストラン】La Casa Nostra (ラカーサノストラ)@ルンピニ | 子連れで海外生活@タイでマイペンライ,https://kyon-thai.com/archives/17411366.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
53,http://www.bangmeshi.com/shop/about-eatery/,About Eatery,ダイニング,Asok,普通,"GF Ocean Tower Ⅱ Bldg. Soi Asoke 3, Sukhumvit 21Rd.",02-665-2772,,VISA/MASTER/AMEX,,https://goo.gl/maps/ScXMUeumaEN2,13.742648,100.5593303,【バンコク・ワインバー】ナチュラルワインを楽しむならアソーク「About Eatery(アバウト・イータリー)」 | 続・Weekender@Bangkok,https://weekenderbangkok.com/entry/2017/03/10/110927,【自】　About Eatery　(アバウト・イータリー)　at　アソーク | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52168004.html,,,,,"<a href=""""www.abouteatery.com"""" target=""""_blank"""" rel=""""nofollow"""">www.abouteatery.com</a>",,
54,http://www.bangmeshi.com/shop/beppinya/,べっぴんや,居酒屋,Thong Lo,普通,56/11 Sukhumvit 55 Rd.,02-392-1746,"平日17:00-24:00,  土日11:00-24:00",VISA/MASTER/JCB,なし,https://goo.gl/maps/wxgQz1dSF3B2,13.724994,100.5773164,手作り豆腐＆湯葉が美味しすぎる「べっぴんや」@トンロー | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/beppinya-bangkok,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
55,http://www.bangmeshi.com/shop/lan-somtum-lao/,LANSOMTUMLAO,タイ料理,Thong Lo,普通,Sukhumvit Thonglor55 Rd.,06-1919-5415,10:00-22:00,-,なし,https://goo.gl/maps/FzFbmDJFhmw,13.7258272,100.5776168,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
56,http://www.bangmeshi.com/shop/gyu-kaku/,牛角,焼肉,Thong Lo,普通,"GF Somerset Bldg., 115 Soi 55, Sukhumvit Rd.",095-665-4894（日本語）,"トンロー店：月-金17:30-23:00, 土日11:30-14:00, 17:00-24:00　タニヤ店：月-金11:30-14:00,17:30-24:00 土 日祝17:30-24:00",VISA/ MASTER/ JCB,なし,https://goo.gl/maps/mFwXuC2Yg4G2,13.7258247,100.5447859,,,,,,,,,"<a href=""""http://www.reins.co.jp/global/"""" target=""""_blank"""" rel=""""nofollow"""">http://www.reins.co.jp/global/</a>",,
57,http://www.bangmeshi.com/shop/kanpai-22/,居酒屋 乾杯22,和食,Phrom Phong,普通,"6/2 Soi 22, Sukhumvit Rd.",02-663-5299,17:30-24:00 (L.O.23:30),VISA/MASTER,月,https://goo.gl/maps/zpxaSpS8pv52,13.732643,100.5626608,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
58,http://www.bangmeshi.com/shop/omu/,Omu Japanese Omurice x Cafe',洋食,Ekkamai,普通,"1F Park Lane, 18 Soi 61, Sukhumvit Rd.",02-382-0138,11:00-22:00（L.O.21:30）,VISA / MASTER / AMEX / JCB,なし,https://goo.gl/maps/XsRNwWBWaiR2,13.7258198,100.5447858,【日本のオムライス】おむ(Omu Japanese Omurice x Cafe’)@エカマイ | 子連れで海外生活@タイでマイペンライ,https://kyon-thai.com/archives/18219081.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
59,http://www.bangmeshi.com/shop/tempura-ya-bangkok/,天ぷらや,ダイニング,Thong Lo,手頃,"5/3 Soi 49,Sukhumvit Rd.",02-662-4255,"11:30-15:00 (L.O.14:30), 17:30-23:30 (L.O.23:00)",VISA/MASTER/JCB,なし,https://goo.gl/maps/4HLJekSorES2,13.727822,100.5731983,スクンビットソイ49の【天ぷら屋】へ行ってきた！ | バンコクに一生住む？,https://bkk-issyou.net/tenpurayabangkok,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
60,http://www.bangmeshi.com/shop/saiya/,さいや,居酒屋,Thong Lo,普通,"141 Soi Thong Lo 7, Sukhumvit 55Rd.",02- 010-5141,18:00-2:00（L.O.24:30）,,未定,https://goo.gl/maps/S1WKBqFRbHL2,13.7316055,100.5778371,【和】　岡山出身のオーナーママのお店　さいや　at　トンロー Soi 7 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52225459.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
61,http://www.bangmeshi.com/shop/nagiya_asoke/,天下一 なぎ屋（アソーク店）,和食,Asok,普通,"44/35 Soi 21, Sukhumvit Rd.",02-258-1277,"月-金11:00-15:00(L.O.14:30),17:00-1:00(L.O.24:00), 土日祝16:00-24:00(L.O.23:00) ",VISA/ MASTER/ AMEX/ JCB,なし,https://goo.gl/maps/ePhefCme4ox,13.7427558,100.558014,【居】　なぎ屋　アソーク店　at　Sukhumvit Soi 21 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52160242.html,,,,,,,"<a href=""""http://www.nagiya-bkk.com/"""" target=""""_blank"""" rel=""""nofollow"""">http://www.nagiya-bkk.com/</a>",,
62,,天下一 なぎ屋（トンロー13店）,和食,Thong Lo,普通,"44 Akkhara Phat Alley, Khwaeng Khlong Tan Nuea, Khet Watthana, Krung Thep Maha Nakhon 10110",,,,,https://goo.gl/maps/NXM41n8NVJo,13.7427551,100.5448817,【日本料理】　天下一 焼きとん 焼き鳥 なぎ屋 トンロー店　at　トンローSoi13 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52009710.html,,,,,,,,,
63,,天下一 なぎ屋（トンロー通り店）,和食,Thong Lo,普通,"440/12, SUkhumvit 55 (Thonglo) Road, Klongtan-nua, Wattana, Bangkok 10110",,,,,https://goo.gl/maps/ZnFE1QRE5752,13.7427539,100.5448817,【居酒屋】　天下一　なぎ屋　トンロー通り店　at　トンロー通り | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52071336.html,,,,,,,,,
64,http://www.bangmeshi.com/shop/susukino/,北海道居酒屋 すすきの,居酒屋,Silom,普通,6F 58/4-9 Silom Rd.,02-632-9669,"月-金11:3014:00, 17:00-24:00 土日祝 17:00-24:00 ",,なし,https://goo.gl/maps/FFzVvPBDZgR2,13.7292692,100.5321714,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
65,http://www.bangmeshi.com/shop/%e6%9c%80%e5%bc%b7-%e9%ba%ba%e5%b1%8b%e3%81%93%e3%81%86%e3%81%98/,麺屋こうじ (Nihonmura),ラーメン,Thong Lo,普通,"Nihonmura, Soi Thong Lo 13, Sukhumvit 55 Rd. ",02-185-2457,"月-木 11:30-14:00, 17:30-22:00, 金 11:30-14:00, 17:30-23:00, 土 11:30-23:00, 日 11:30-22:00",-,なし,https://goo.gl/maps/juoK8XZCECp,13.7341096,100.5777727,,,,,,,,,"<a href=""""http://www.kouji-dream.com"""" target=""""_blank"""" rel=""""nofollow"""">http://www.kouji-dream.com</a>",,
66,http://www.bangmeshi.com/shop/%e5%b9%b8%e6%a5%bd%e8%8b%91/,幸楽苑 (Gateway Ekamai),ラーメン,Ekkamai,普通,"M118, M floor, GATEWAY EKAMAI  Sukhumvit Rd. ",02-108-2803,10:00-22:00(L.O.21:30),VISA/ MASTER/ JCB,なし,https://goo.gl/maps/XMgpvWUL5vQ2,13.7189121,100.5829128,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
67,http://www.bangmeshi.com/shop/%e5%86%85%e7%94%b0%e5%ae%b6/,内田家ラーメン,ラーメン,Phrom Phong,普通,"GF, Citi Resort Bldg. (Zone New Wing), Soi 39, Sukhumvit Rd.",シーロム店:  02-237-7365   ソイ39店:098-707-5531,シーロム店: 11:00-2:00(L.O.1:30)    ソイ39店:11:00-24:00 (L.O .23:30),,なし,https://goo.gl/maps/zb4UqS6VBGt,13.7407894,100.5707222,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
68,http://www.bangmeshi.com/shop/%e6%a1%83%e5%a4%aa%e9%83%8e%e9%a3%af%e5%ba%97/,桃太郎飯店,ラーメン,Silom,普通,"Soi Thaniya, Surawong Rd.",02-235-0108,11:00-1:30 (L.O.1:15),,なし,https://goo.gl/maps/9xjK8ccEwkH2,13.7315852,100.5321754,リニューアル！タニヤの【桃太郎飯店】に行ってきた！ | バンコクに一生住む？,https://bkk-issyou.net/momotarouhanten,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
69,http://www.bangmeshi.com/shop/%e6%9d%b1%e4%ba%ac%e8%b1%9a%e9%aa%a8%e3%81%b0%e3%82%93%e3%81%8b%e3%82%89/,ばんからラーメン,ラーメン,Phrom Phong,普通,"1F The Manor 39, Soi 39, Sukhumvit Rd. ",02-662-5162,11:00-23:00,JCB,なし,https://goo.gl/maps/gR7DXCC7sgq,13.7347489,100.5698669,バンコクでラーメンを食べるならド定番の「ばんからラーメン」@プロンポン | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/bankara,,,,,,,"<a href=""""http://www.ramen-bankara.com/"""" target=""""_blank"""" rel=""""nofollow"""">http://www.ramen-bankara.com/</a>",,
70,http://www.bangmeshi.com/shop/%e3%82%b0%e3%83%a9%e3%83%b3%e3%83%89%e3%83%a9%e3%83%bc%e3%83%a1%e3%83%b3%ef%bc%88%e6%9a%96%e9%be%8d%ef%bc%89/,グランドラーメン（暖龍）,ラーメン,Thong Lo,普通,25/7-8 Sukhumvit 55 Rd.,02-051-6033,11:00-23:00,VISA / MASTER / JCB,ソンクラーンディ,https://goo.gl/maps/RsnedfUcqFo,13.724798,100.5771457,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
71,http://www.bangmeshi.com/shop/%e6%af%98%e6%b2%99%e9%96%80/,毘沙門,ラーメン,Ekkamai,普通,"Soi 42/1, Sukhumvit Rd.",02-713-6060,"月-金 11:30-14:30, 17:30-22:00, 土-日 11:30-22:00 ",VISA / MASTER,なし,https://goo.gl/maps/EErYT8hV7sq,13.7168207,100.5863732,プラカノンにある【毘沙門】はバンコクで二郎系ラーメンが食べられる店！ | バンコクに一生住む？,https://bkk-issyou.net/bishamonbangkok,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
72,http://www.bangmeshi.com/shop/%e3%82%82%e3%81%a3%e3%81%93%e3%82%8a%e3%82%b7%e3%83%bc%e3%83%ad%e3%83%a0%e6%9c%ac%e5%ba%97/,仙台もっこりらーめん,ラーメン,Silom,普通,"Silom-Surawonge Condo, 43/1, Soi Anumarnratchathon, Surawong Rd.",02-634-2319,"11:00-14:30, 17:30-24:00",JCB,土,https://goo.gl/maps/ciFY8wEoWKr,13.7284885,100.5267963,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
73,http://www.bangmeshi.com/shop/%e7%a6%8f%e7%94%b0%e8%a3%bd%e9%ba%ba/,福田製麺,ラーメン,Phrom Phong,手軽,"883/1 Between Soi 47-49, Sukhumvit Rd. ",02-013-0344,11:00-2:00 (L.O.1:30),,水,https://goo.gl/maps/SNcDg6Tdp4k,13.7269193,100.5728535,バンコク・スクンビットにオープンしたラーメン屋【福田製麺】が美味しくてオススメ！ | バンコクに一生住む？,https://bkk-issyou.net/fukudaseimen,モチモチ麺が美味しいラーメン店「福田製麺」@スクンビットソイ47-49 | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/fukudaseimen,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
74,http://www.bangmeshi.com/shop/%e9%85%92%e3%81%ae%e5%ba%97-%e4%b8%b2%e3%81%8b%e3%81%a4%e5%ba%97/,酒の店,居酒屋,Silom,手軽,"B1F Wallstreet Tower Bldg., 33/9 Surawong Rd. ","085-941-3141（日本語), 02-233-3720",17:30-24:00 (L.O.23:00),VISA/ MASTER/ AMEX/ JCB,なし,https://goo.gl/maps/9sXXW3mtWBs,13.730364,100.5309903,【酒】　忘年会の時期です！　酒の店２号店　at　スリウォン通り | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52242187.html,,,,,,,"<a href=""""http://www.sakenomise.th.com/"""" target=""""_blank"""" rel=""""nofollow"""">http://www.sakenomise.th.com/</a>",,
75,http://www.bangmeshi.com/shop/%e8%96%aa%e7%84%bc%e3%81%8d%e9%85%92%e5%a0%b4-%e8%96%aa%e3%81%b0%e3%83%bc%e3%82%8b/,薪焼き酒場 薪ばーる,ダイニング,Thong Lo,高め,"2F 36/1 Soi 49/6, Sukhumvit Rd. ",02-392-0491,17:30-24:00,Visa / Master / JCB,日,https://goo.gl/maps/r1tFv6Pdbuw,13.737987,100.5770353,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
76,http://www.bangmeshi.com/shop/teppan-by-uomura-2/,TEPPAN BY UOMURA (Nihonmura),和食,Thong Lo,普通,"1F Nihonmura Mall, Soi Thong Lo 13, Sukhumvit 55 Rd.","02-185-3475, 098-356-7870（日本人直通）","17:00-24:00（L.O.23:00,ドリンクL.O.23:30）",VISA/ MASTER/ AMEX/ JCB,月,https://goo.gl/maps/JfFH3CRzLpt,13.733304,100.5801463,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
77,http://www.bangmeshi.com/shop/%e3%81%9d%e3%81%b0%e5%88%87%e3%82%8a-%e4%ba%94%e3%81%ae%e5%ad%97/,そば切り 五の字,そば・うどん,Thong Lo,普通,"810/2 Soi Tararom 2, Sukhumvit 55 Rd.","02-130-6212, 096-224-0844","17:30-24:00 (L.O. 23:00), 土日17:30-23:00 (L.O. 22:30)",V/MS/A/JCB,日,https://goo.gl/maps/3KuAuSVgJcR2,13.7365609,100.5826499,【蕎】　2017年3月にオープンしたばかりの二八蕎麦屋さん　そば切り 五の字　at　トンロー　Soi18/1 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52172720.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
78,http://www.bangmeshi.com/shop/%e5%a4%a9%e7%90%86%e3%82%b9%e3%82%bf%e3%83%9f%e3%83%8a%e3%83%a9%e3%83%bc%e3%83%a1%e3%83%b3/,天理スタミナラーメン,ラーメン,Thong Lo,普通,"56/8 Soi 55, Sukhumvit Rd. ",準備中,"11:00-15:00, 17:00-23:00（L.O.22:30） ",,月,https://goo.gl/maps/xnZTrJoGF812,13.7248638,100.5773482,トンローにオープンした【天理スタミナラーメン】に行ってきた！ | バンコクに一生住む？,https://bkk-issyou.net/tenrisutaminaramen,,,,,,,"<a href=""""http://www.tenrisutaminaramen.com/"""" target=""""_blank"""" rel=""""nofollow"""">http://www.tenrisutaminaramen.com/</a>",,
79,http://www.bangmeshi.com/shop/%e3%82%af%e3%83%ab%e3%83%b3%e3%82%b5%e3%82%a4%e3%82%a2%e3%83%a0/,Krung Siam,タイ料理,Phrom Phong,普通,"20/11 Soi 39, Sukhumvit Rd. ",02-258-3392,"11:30-15:00 (L.O.14:30), 17:00-23:00 (L.O.フード 22:00, ドリンク 22:30)",V/MS/JCB,不定休,https://goo.gl/maps/AhqQf8RUqhF2,13.7325587,100.5692922,【バンコク・タイ料理】日本のタイ料理店がタイに逆上陸！クルン・サイアム(Krung Siam) | 続・Weekender@Bangkok,https://weekenderbangkok.com/entry/2017/05/11/104140,東京で人気のタイ料理店「KRUNG SIAM（クルンサイアム）」がバンコクに逆輸入！＠プロンポン | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/krungsaiam-bangkok,【タ】　日本からやってきたタイ料理レストラン　Krung Siam Thai Restaurant and Bar　at Sukhumvit Soi 39 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52182471.html,,,"<a href=""""http://www.krungsiam.info/thai/"""" target=""""_blank"""" rel=""""nofollow"""">http://www.krungsiam.info/thai/</a>",,
80,http://www.bangmeshi.com/shop/%e9%87%8c%e3%81%ae%e3%81%86%e3%81%a9%e3%82%93/,里のうどん (Mercury Ville),そば・うどん,Chit Lom,普通,"540 Mercury Ville Tower, 3F Room 308, Ploenchit Rd.","02-658-5890 (マーキュリービレ店), 02-259-8790 (エンポリアム店)",10:00-22:00 (L.O.21:30),V/MS/JCB,なし,https://goo.gl/maps/zjmzRCFGGms,13.7433782,100.5419598,【うどん屋】　里のうどん　at　マーキュリーヴィレ | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52021512.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
81,,里のうどん (Emporium),そば・うどん,Phrom Phong,普通,"Emporium, 4th flood Food Hall, Sukhumvit Rd. ",,,,,https://goo.gl/maps/3CMwdVV5b5p,13.7295297,100.5677784,プロンポンのエンポリアムにある【里のうどん】へ行ってきた！ | バンコクに一生住む？,https://bkk-issyou.net/satonoudon,,,,,,,,,
82,http://www.bangmeshi.com/shop/%e4%b9%9d%e5%b7%9e%e9%85%92%e5%a0%b4%e3%81%a9%e3%82%93%e3%81%9f%e3%81%8f%e3%83%ac%e3%82%a4%e3%83%b3%e3%83%92%e3%83%ab%e5%ba%97/,九州酒場どんたく (Rain Hill),居酒屋,Phrom Phong,普通,"3F Rain Hill, Soi 47, Sukhumvit Rd. ",02-261-7153,"月-土 17:30-1:00 (L.O. 24:00), 日 16:30-24:00 (L.O. 23:00) ",VISA/ MASTER/ JCB,なし,https://goo.gl/maps/3j3Wa93vsn62,13.7278846,100.5720006,,,,,,,,,"<a href=""""http://ja.aroijapan.com/restaurant/dontaku/home/j"""" target=""""_blank"""" rel=""""nofollow"""">http://ja.aroijapan.com/restaurant/dontaku/home/j</a>",,
83,,Wine Connection (Rain Hill),イタリアン,Phrom Phong,普通,"777 Rain Hill Project, Ground Fl., Unit L1- 12 Soi Sukhumvit 47 Sukhumvit Rd Wattana Khwaeng Khlong Tan Nuea, Klongton Nua Krung Thep Maha Nakhon 10110",,,,,https://goo.gl/maps/zXpC72weALk,13.727656,100.5719587,【手軽なイタリアンランチセット】Wine connection (ワインコネクション)@トンロー | 子連れで海外生活@タイでマイペンライ,https://kyon-thai.com/archives/16723636.html,【ワインバー】　Wine Connection at Sukhumvit Soi 47 Rain Hill | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/51869673.html,,,,,,,
84,http://www.bangmeshi.com/shop/%e7%84%bc%e8%82%89-%e9%9b%b7%e7%a5%9e/,焼肉 雷神 (Nihonmachi),焼肉,Phrom Phong,普通,"1F Nihonmachi Soi 26, Sukhumvit Rd.",02-260-4420,"月-金 17:30-24:00(L.O.23:00), 土日祝 11:30-22:00(L.O.21:00) ",VISA/ MASTER/ AMEX/ DINERS/ JCB,なし,https://goo.gl/maps/2mYKYMznLoP2,13.7208882,100.567992,,,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
85,http://www.bangmeshi.com/shop/%e3%83%93%e3%82%b9%e3%83%88%e3%83%ad-%e3%81%9d%e3%81%b0%ef%bd%91/,SOBAQ 蕎麦九,そば・うどん,Phrom Phong,普通,"Soi 41, Sukhumvit Rd.","02-662-7690, 090-005-3694（日本語）","月-金 17:00-24:00 (L.O.23:30), 土-日 11:00-15:00, 17:00-24:00  ",Visa / Master / Amex / JCB / Diners,なし,https://goo.gl/maps/4bPeDiLDTyQ2,13.730435,100.5705003,【和】　蕎麦屋で一杯！　蕎麦居酒屋　SOBAQ　at　Sukhumvit Soi 41 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52214475.html,,,,,,,"<a href=""""http://sobaq.com"""" target=""""_blank"""" rel=""""nofollow"""">http://sobaq.com</a>",,
86,http://www.bangmeshi.com/shop/%e3%82%bb%e3%83%bc%e3%83%b3%e3%83%81%e3%83%a3%e3%82%a4%e3%83%bb%e3%83%9d%e3%83%bc%e3%83%81%e3%83%a3%e3%83%8a%e3%83%bc/,Saengchai Phochana,タイ料理,Thong Lo,普通,762/5 Sukhumvit Rd.,081-376-0150,18:00-4:00,,なし,https://goo.gl/maps/rtZQUvptDhq,13.7265479,100.5727841,【タイ料理】　センチャイポッチャナー　at　トンロー駅近く | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52056926.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
87,http://www.bangmeshi.com/shop/%e3%83%8a%e3%83%bc%e3%83%a0/,Nahm,タイ料理,Silom,普通,"The Metropolitan, 27 South Sathorn Rd. ",02-625-3388,"月-金 12:00-14:00, 19:00-22:15, 土-日 19:00-22:15",VISA / MASTER / AMEX / JCB,なし,https://goo.gl/maps/kuFsSBcdUgE2,13.7234463,100.5369297,,,,,,,,,"<a href=""""http://www.comohotels.com/metropolitanbangkok/dining/nahm"""" target=""""_blank"""" rel=""""nofollow"""">http://www.comohotels.com/metropolitanbangkok/dining/nahm</a>",,
88,http://www.bangmeshi.com/shop/%e7%b4%85%e5%8c%85-%e3%82%bd%e3%82%a439%e5%ba%97/,HONG BAO 39,中華料理,Phrom Phong,普通,"104 Soi 39, Sukhumvit Rd.","02-662-3565, 092-273-5242","月-金 11:00-14:30, 17:30-22:00 (L.O.21:00), 土日 11:00-22:00 (L.O.21:00)",VISA / AMEX / JCB,なし,https://goo.gl/maps/qRdH4suEV8v,13.7352536,100.5670988,【洗練された中華料理】紅包 HONG BAO @プロンポン | 子連れで海外生活@タイでマイペンライ,https://kyon-thai.com/archives/6228962.html,,,,,,,"<a href="""""""" target=""""_blank"""" rel=""""nofollow""""></a>",,
89,http://www.bangmeshi.com/shop/%e3%83%90%e3%83%ab%e3%82%bb%e3%83%ad%e3%83%8a%e3%83%bb%e3%82%ac%e3%82%a6%e3%83%87%e3%82%a3/,Barcelona Gaudi,スペイン料理,Asok,普通,"Le Premier 1, Soi 23, Sukhumvit Rd. ",02-661-7410,"月-金 11:00-24:00 (L.O.23:00), 土日祝 12:00-24:00 (L.O.23:00)",Visa / Master / JCB,なし,https://goo.gl/maps/QemxackHGxR2,13.737487,100.5606123,美味しいスペイン料理が食べたいときは「Barcelona Gaudi（バルセロナ ガウディ）」へ！ | BANGKOK GIRLS NOTE,https://www.bangkok-pukuko.com/entry/barcelonagaudirestaurant,【スペイン料理】　Barcelona Gaudi Restaurant at Sukhumvit soi 23 | サーヤのバンコクだらだら日記,http://sayabangkok.doorblog.jp/archives/52086788.html,,,,,"<a href=""""http://barcelonagaudirestaurant.com"""" target=""""_blank"""" rel=""""nofollow"""">http://barcelonagaudirestaurant.com</a>",,
